index,sentence,label
9306,못생긴 새끼야 마음에 없는 소리,1
9307,씨발놈아 뭘 가져가 가져가 계란 개새끼야,1
9308,그러면 또 이제 방 좀 끝나면 이 씨발놈,1
9309,딱 한번 치면서 어 자기야 가지 말아 줘,0
9310,나는 너밖에 없어,0
9311,나는 내 하나뿐인 우리 최석현 버리냐,0
9312,그러면서 이 씨발놈의 새끼가 뭘 개새끼야 가져가기로,1
9313,뭘 가져가 가져가 이 개새끼야 미친,1
9314,새끼가 야 이 새끼야 나 가져갈 거야 이 씨발년아 그 포인트,1
9315,줘 빨리 개새끼야 못생기지 않았냐 고 못생긴 그랬어,1
9316,그런데 생각을 해 봐라,0
9317,씨발년아 야 갖고 연락 준 거야 못생겼어,1
9318,박영진 풀었으면 느금마 봉지 야,2
9319,그런데 중요한 건 네가 알아야 될 점이 있어,0
9320,키가 일단 185이상 야 내가 못생겼어,0
9321,전화 꺼져 시발 개새끼야 시발 년아 이게 뭐라고 불러야 돼,1
9322,근데 그건 인정한다 못생겨 가지고 한도,0
9323,초과로 결제하실 수 없습니다,0
9324,뒤질래 이 씨발새끼야 야,1
9325,내가 50 원이라도 좀 보내라 그래,0
9326,그럼 씨발놈아 씨발놈아,1
9327,일단 받을 수 있는 거,0
9328,받아야 될 거 아니야 이 개새끼야 받아서,1
9329,나한테 넘겨 이 개새끼야 하지 마 하지 마라,1
9330,아니 아까 5만 원에서 5천 원 주기로 했어,0
9331,짜증나게 하지 말라고,0
9332,그러면 어디 가는 어쩔 수 없으니까 저 30분 뒤에 풀린다,0
9333,씨발놈아 야 30분 뒤에 풀린다,1
9334,뵙겠습니다 내 볼게 볼게 개새끼야 뒤질래 씨발년아 아이 마우스아이콘,1
9335,씨발년 내 생각에는 개새끼야,1
9336,거의 다 안쪽까지 하는 거야 이 씨발놈아 뒤질래,1
9337,진짜 이 개새끼야 야,1
9338,풀린다고 병신 개새끼야 시발 새끼야 응,1
9339,느금마 내 여자한테 욕하지 마 이 개 씨발놈아,1
9340,꼭 들를게 생긴 새끼야 이 개새끼야 좆같은 새끼가 진짜 보자보자하니까,1
9341,씨발년이 씨발년이 5는 뭐야 이거 뭐야,1
9342,옛날부터 있었던 거 아니야,0
9343,"내 여자 바꿔 내가 5,000원 어치만 얘기할게",0
9344,"그러면 개새끼야 내가 5,000원",1
9345,"줬잖아 5,000원이면 1번",0
9346,300개를 보내고 200개 터치,0
9347,너 여자 친구랑 쁘허랑 연결구를 만들어준다,0
9348,그리고 이번 500개를 다 쓰고,0
9349,너를 영원히 내 방 두 개를 처먹는다,2
9350,대답해 코코 코코 초콜릿 시발,1
9351,개새끼야 대화하는 걸로 해 어차피 하는 걸로 하라고,1
9352,그러면 일단 붙여 빨리 열두시 에 뿌린 다음에 병신 새끼야,1
9353,야 이 새끼야 아,1
9354,중졸이 야 이 씨발놈아 야 이 개새끼야,1
9355,너는 네가 반복적으로 말을 해 줘야지 씨발놈아 개새끼야 준비됐어,1
9356,본 준비 진짜 오늘은 오늘은 지금,0
9357,이미 옆에 남자 친구가 있는데,0
9358,지금 보니까,0
9359,여자가 남자를 좀 많이 좋아하는 거 같아 거기 때문에 지랄하지,2
9360,마,3
9361,자기 안에 있잖아,0
9362,그러니까 지금 남자,0
9363,여자 쪽에서 남자한테 매달리고 있는 그런 상황이잖아,0
9364,어 그렇게 때문에 네가 좀,0
9365,이제 개새끼로 깎아내리면,1
9366,거의 반 병신을 만들어주마 정이 떨어져 하지만,1
9367,나한테 너무 올 수가 있어,0
9368,들어와도 오케이 오케이 내가 왜 해야 되는데,0
9369,네가 그런 것도 아닌데 아무것도 없잖아,0
9370,그지 같은 년아 너 달려 씨발놈아 씨발놈아,1
9371,아가리 좀 바꿔 봐,2
9372,너 여친 씨발놈아 같이 가면 이게 아니고요,1
9373,1분 뒤에 너 여자 아니야 이 병신 새끼야 닥쳐,1
9374,네가 좀 바꿔 나오세요,0
9375,약 알려 일단 오빠가 얘기를 할 때 너 나이가 어떻게 되니,0
9376,그러면 나랑 동갑이네 가라 진행해라 5시 49,0
9377,49분 밖에 안 됐어 모르겠지만,0
9378,시간이 너무 아깝다는 생각을 안 돼 지금,0
9379,그러니까 500개 먹고 다시는 그런 쓰레기 같은 새끼 노래,1
9380,어머님 교통사고 나서 내가 보내 준 것도 아닌데,2
9381,아니잖아 이 씨발년들아 야 잠깐만 잠깐만 나왔고요,1
9382,아 그거 아니라 너 말투,0
9383,소리 좀 줄여 씨발년아 그만찍어 짜증 아니야,1
9384,너 말고 소리 좀 줄여 봐 너무 시끄러워 소리 줄이라고 소리,0
9385,씨발년아 나 때렸어,1
9386,잘했어 이 새끼 달려 너 솔직히 말해 봐,1
9387,어떻게 만나게 되니 아프리카 오 너 아니 내 친구가 피자인데,0
9388,사진 거 아니야 아닌데,0
9389,네가 맞아 했던 거 아니야 아니야,0
9390,누구야 누구야 야 그러면 여기는 이쁘니,0
9391,뭐라고 치면 나와 사진 좀 보자 OK 아니야 아까,0
9392,여기 치면 닉네임이 뭔데 BJ 영이 씨발년아 아닌데,1
9393,어쩌다 가지고 계속 물어봐 아씨 야 어 이쁜데,0
9394,사진 다시 봐 봐 사진 오 이쁜데,0
9395,이쁘지 약간 좀 나 좀 있으면 여기에 팔자,0
9396,좀 괜찮을 것 같은데,0
9397,진짜로 야 진짜 닮았네,0
9398,씨발년아 개새끼야 너 뒤질래 씨발년아 진짜 너 진짜 개 씨발놈,1
9399,내 6번으로 맴매 맞을래 개새끼야 씨발놈,1
9400,뭔 말도 안 되는 소리 하고 있네 이 미친년이 야,1
9401,근데 어쨌든 애도 있더라,0
9402,누구야 일단 둘 중에 한 명 이상은 없어,0
9403,어쨌든 병신 새끼가 된다니까,1
9404,이쪽으로 넘어와 차이가 나냐고 부어 자기가 나 안 봐,0
9405,아이 병신 새끼 또 뭐 하냐 네가 나한테 나한테 오늘도,1
9406,이제 내가 집 에 갈 때 가져다 대 시청자 입장으로써 만나서,0
9407,아니 같은 입장으로 만났어,0
9408,네가 바꿔 방에 줄 몰라서 잘생겼다,0
9409,그런 슬픈 사 가지고,0
9410,이제 친해져 가지고 이제 하게 된 거야,0
9411,응 응 응 아니야 왜 달려 있다는 맞고 라고 했어,0
9412,안 했어 안 했어,0
9413,안 했어 몰라 몰라 너 솔직하게 갖고 많이 사랑하고,0
9414,많이 좋아하니 뭔데 먹고,0
9415,많이 사랑하고 많이 좋아하냐고,0
9416,그러면 저 4가 재방송 본 적 있어 알았어,0
9417,그러면 뭐 일단 아니라,0
9418,고쳐 줄게 잘 알고 있지 이 새끼야,1
9419,남친이 옆에 있는데,0
9420,그러면 사랑한다,0
9421,그래야지 네가 다 알아 이 씨발년아 너 저기 있는 거 알지,1
9422,너 내 방송 몇 번 봤니,0
9423,저 새끼 이따 약간 목소리로 아니고 발차기 했잖아,1
9424,아빠한테 보니까 거의 한 200 치는 거 같은데,0
9425,진짜 이거는 달려 달려 놀던 원숭이 같은 좀,0
9426,약간 드립력이 나 좀 누워 그런 남자 어떠냐,0
9427,남자 유머스러운 얼마나 달려 달려 솔직히 말하기,0
9428,오빠가 그냥 씨발년아 오빠랑 너 빨리 새끼야,1
9429,그런 건 아니야 이 새끼야 오빠야,1
9430,그냥 따라해 솔직하게 저 부엌이 185대 안 봐,0
9431,그러면 네가 사귈 때,0
9432,째려보는 곳이 어디야 맞으면 돼 있고,0
9433,다른 사람 맞아 많이 또라이야,1
9434,아리가또 라고 뭐라고 코딱지,2
9435,코딱지 코딱지 먹는 거 보여 줘,0
9436,그러면 조금 전에 먹었어,0
9437,모르는데 나한테 다시 좋았어 오니까 개새끼야 있지,1
9438,나도 지금 막 달려 있는 거,0
9439,씨발년아 너 지금 먹고 사랑한다,1
9440,그랬잖아 뽀뽀 한번 해 봐 입술 해 그래 아 그러냐,0
9441,아니 머리카락으로 머리카락으로 뽀뽀 한번 해 봐,0
9442,입원하면 엉덩이 됐어 달려 왔고,0
9443,6번 그냥 커 맞고요,0
9444,뽕 커 안 커 뭐야 시발 맨날 있잖아,0
9445,더 높이 못 봤어 뭐야 심하단 얘기,0
9446,지금 말하는 게 일단 상관이 없어 보여요,0
9447,좀 엄마한테 또 팔 거 같고,0
9448,너도 아빠한테 많이 계획이고,0
9449,막 그럴 거 같아 지금 말하는 꼬라지 보니까,0
9450,화면 좀 풀어 랑 똑같아 아빠 때려 아빠 아니야,0
9451,지금 보니까 받으려고 안 물어봤고,0
9452,야 일단 너랑 헤어질 수 있냐,0
9453,솔직하게 나 솔직히 말해 봐 아빠 최고 아니 쌍욕하고,0
9454,여자 때리는 게 뭐가 좋다고 시발 최고야 시발,1
9455,새끼 이러면서 아 그래요,1
9456,너 좋다는 뭐 네가 좋다는 어쩔 수 없는데 야,0
9457,너 남자 친구 없어 남자 친구 있겠냐,0
9458,이제 꺼지고 이런 길 안내해 드리고,2
9459,와 씨발년아 너 필요 없어,1
9460,네가 알아서 뭐라고 하면 네가 아무거나,0
9461,아니 아가리 닥치고 여기 한테 전화해 봐,1
9462,지금 직접 해보고 재방송 언제 언제 하냐,0
9463,씨발새끼야 최근방송 11월,1
9464,23일 만한 한다는 소리,0
9465,아니야 이 씨발년아 뒤질래 한다고 확실히 안 한다니까,1
9466,시골 갔다 왔어 녹음 이제 붕가붕가 있잖아,1
9467,야한 생각 하지 마 응 금방 갈 때 우유 자세를 좋아하냐,2
9468,자세를 좋아하냐고 아니야 나 웬만한 나온 거 말고,0
9469,붕가붕가 너는 나를 지금 5분 정도 남았는데,2
9470,먹을 너를 팔았어,0
9471,남자친구가 다 말해야 돼 거야,0
9472,우리 거야 뭐가 좋냐,0
9473,전화벨 형님들 손자가 지금 8500명 있는데 추천 좀 부탁드리고요,0
9474,호텔 대회 바꿔라 뒤진다 이 씨발년아 야 뭐 이제 밝지말고,1
9475,인상 펴라 이 새끼야 두드려 맞기 전에 알았지,1
9476,여친 지금 다리가 지금 네가 옆에 있기에,0
9477,그 4를 좋아한다고 말을 못 하는 거 같아,0
9478,그러면 뭐라 연결 고리 이제 만들어 주려고 그러는데,0
9479,이렇게 표정이 지금 너 지금,0
9480,이거 광고 거의 칼 땅이야,0
9481,이렇게 때문에 지금 함부로 못 말하고 있어,0
9482,그거는 개인적인 쪽지로 얘기하면 된다,0
9483,그러면 상관없고 개새끼야 4분 남았어,1
9484,그게 산골도사 자기야 뭐,0
9485,아니 잠깐 그러면 목욕탕 못 하니까,0
9486,씨발새끼 옆에서 지금 맞을까 가지고 말을 못 하잖아,1
9487,날 좋아하지 마 말을 못 하잖아,0
9488,지금 얘기하면 자,0
9489,노래 음소거 밖에 잠깐 다희야 오빠 방송 보고 있지,0
9490,사진을 보여 줄게 마음에 들어하지 모르겠는데,0
9491,확실히 나랑 왔고 보다는 낫다고 생각한다,0
9492,얼굴도 못생기고,2
9493,그리고 이제 남은 거랑 비슷하게 생겼기 때문에 형,0
9494,좆 같아,1
9495,근데 이 새끼는 군대도 갔다 왔어 군필자 송골매 어 대답,1
9496,아 씨발놈 키가 186 씨발놈,1
9497,실고추 야 너 존나,2
9498,길어 좀 나네 진짜 새끼손가락 이라고 하는데,2
9499,그거를 못 고추를 예를 들어가지고,0
9500,이러면은 뭐 이렇게 이렇게 이렇게 이렇게 공부를 못 갖고,0
9501,한 쌍을 만들어 갖고 붓기를 뭐 이게 그게 안 되니까,0
9502,상관이 없어 상관이 없고,0
9503,내가 사진을 보여 줄게 아,0
9504,시발 애기를 굉장히 좋아해 가정적인 있을지가 좀 가지고,1
9505,나와 사진을 찍을때 카카시 개새끼야 씨발놈아,1
9506,그리고 이제 사촌 동생 씨발놈,1
9507,개새끼 필터라는 끝내줘요 이 시발,1
9508,몸이 진짜 이뻐 이 새끼가 그치 진짜 이뻐,1
9509,그리고 눈이 약간 좀 쌍꺼풀도 없고,0
9510,약간 돈을 가지고 있잖아 디발라 응,0
9511,그래도 막 거보다는 낫다고 본다,0
9512,페이커 닮음 이래 진짜 닮았네,0
9513,시발 이 새끼는 왜 이렇게 못 세시 한다고 생각하나,1
9514,제가 이 개새끼가 완전 풀어져 끼고 이 씨발년아 이건 뭐야,1
9515,작살치킨 이 새끼는 뭐,1
9516,치킨집에서 사은품으로 준 옷을 입고 있네,2
9517,이게 진짜 새끼야 개새끼야,1
9518,씨발놈아 미친 새끼가 이 시발 어 그래도 괜찮지 않냐,1
9519,맞고 보다는 괜찮다고 본다,0
9520,자기야 넘어와라 씨발년아 물건,1
9521,여름에 찍은 거 효과가 참 대단해요,0
9522,내가 이 새끼 실버를 않아서 그런데 정말 대단해요,1
9523,씨발새끼 와꾸 보다 낫다,1
9524,동영상을 볼까요 이 새끼 몇 장을 여기 꼬리가 있냐,1
9525,아 이 새끼 씨발놈,1
9526,아직도 꼬리 못 잊었나 봐 이 개새끼 씨발새끼야,1
9527,개새끼가 동영상에 꼬꼬리그 사진 올려놓고 이 씨발놈,1
9528,밤마다 여기까지 사진을 봤다,0
9529,음소거 풀었다 너네 얘기해라 야,0
9530,이따 달력 씨발년아 야,1
9531,이거 뭐야 시발 내가 그리고 갖고 야,1
9532,너 빨리 지금 너 얼굴을 만들어 주려고 오빠 지금 300지도,0
9533,아니 500개를 사야 돼 우리 묻는 말에 대답을 해야 되는데,0
9534,대박 팔아도 안 했어,0
9535,시발 개새끼야 시발,1
9536,좆 같은 새끼야 우리 부산도 엄청 빨리 언니 왔어요 감사합니다,1
9537,진짜 고맙습니다 정말 감사드리고 고맙습니다 형님 잘 쓸게요,0
9538,진짜 야 다른 300개 빨리 싸 야 응,0
9539,빨리 오라고 이 씨발놈아 기다려 봐,1
9540,엄마한테 개새끼야 개새끼야 개새끼야 야 너 돌았냐,1
9541,씨발년아 야 응 아니야 미안해 초대 새끼야 미안하다,1
9542,씨발놈아 이사라 이 개새끼야 너 뒤지고 싶지 않으면 200개,1
9543,당신은 내 마음 대백점 고마워 아,0
9544,정말 고맙다 수고 해라,0
9545,사랑한다 이 새끼야 여러분도 사랑해 주세요,1
9546,나 이 새끼가 얼마나 그 우리 새끼 나면 내가 알겠지,1
9547,다른 거 이건 처음으로 바꿔도 돼,0
9548,진짜 사람들이 되었는지 알겠다,0
9549,진짜 장애인 갔구나 내가 고장인가 배꼽이라 통금 배탈났다,2
9550,정말 감사드려요 고맙습니다 사랑합니다,0
9551,뽀뽀 한번 받으시고 늘 좋은 꿈,0
9552,꾸시길 바랍니다 정말 감사드리고 맞습니다 맞고요,0
9553,새끼야 응 빨리 싸 잠깐만,1
9554,이거 해봐 씨발놈아 씨발놈아 왔고,1
9555,시간 300개 여러분들 우리 왔고,0
9556,많이 먹고 방송 많이 안 사랑해 주세요,0
9557,이런 좆같은 아들 같은 새끼 원래 500개 버렸는데,1
9558,200만 원 드리겠습니다,0
9559,마크 어디서 파냐,0
9560,씨발년아 나는 맨날 나와 가지고,1
9561,이런 새끼 좆 같은 새끼 시발 개새끼야 알았다,1
9562,알았다 미안해 여러분들 바꾸다,0
9563,그래도 착한 새끼에요 구정 9승 10패 이거는 몇 개,1
9564,좆같은 소리 막 그러는 애랑,1
9565,이제 히든싱어 히든,0
9566,출구에서 이제 일이 먹었던 우리 특수반 이랑 둘이 실제 친구입니다,0
9567,둘이 좀 방송도 많이 받으세요,0
9568,오늘 수박 및 자취방 쳐다본다고 휴방이유,0
9569,어 근데 저거는 한 게 별로 안 궁금하다는 얘기죠,0
9570,새끼가 그냥 방송을 하면 하는 거고,1
9571,마라 말하는 거구나,0
9572,젓가락만 싱가포르 다 이씨발놈아 개 보시라는 간장 보기 좋아요,1
9573,여러분들이 방송은 많은 시청 좀 부탁 좀 드리겠습니다,0
9574,여러분들 엄마 이제 아시겠죠,0
9575,예 바로 찾아 본다고 하시는데,0
9576,잡지 마세요 이 병신 새끼야 네가 알아서 하시고요,1
9577,필독 지금 사정상 머리가 많이 복잡하고,0
9578,곤란해서 말없이 방송실 해서 죄송하고요,0
9579,복귀하는 즉시 냉정하게 독하게 마음먹고,0
9580,방송입니다 길게 말 안 합니다,0
9581,독하게 방송을 한다는 새끼가 500개 속에 아까,1
9582,그 300개 소고,0
9583,게다가 이 씨발놈 덧글은 씨발놈 위로를 해 주지는 못할망정,1
9584,골로 어디로 가고 있어요 이 새끼 진짜 또라이들,1
9585,말을 못 알아 먹냐 그래 신발 힘내라 말을 해 주는데,1
9586,포장을 파는 이 개새끼가 이 씨발놈이 방송 선배가 말해,1
9587,주면 개새끼야 좀 축복을 해야지,1
9588,좆같은 새끼가 씨발놈 대결하는데,1
9589,콧구멍을 팔아 이 개새끼가 아,1
9590,진짜 이 새끼 시발 야 이 개새끼야 씨발놈 형님,1
9591,한번 해 봐 알겠어요,0
9592,아니 형님 한번 해봐 개새끼야 씨발놈아 바꿔라 명불허전,1
9593,남구로 너는 이제 남은 거,0
9594,친동생이라고 해도 그걸 앱으로 불어라 응,0
9595,나도 한 마디만 할게 모드를 벌써 이 개새끼야,1
9596,그니까 꺼져 시발 오늘 방송 진짜 여태껏 있는데,1
9597,간만에 재밌어 시발,1
9598,갖고 있다가 이 개새끼야 뭐 알겠냐 이 새끼야 맨날 시발,1
9599,좆 같은 새끼 짜장면,1
9600,씨발놈아 이 좆같은 새끼야 불거진 줄 알아 이 개새끼 알겠어,1
9601,꺼져 병신 새끼 시발,1
9602,좆같은 새끼야 뭐래는 거야 없거든,1
9603,병신같은 새끼야 오늘 수고했어,1
9604,집에 병신 같은 년아 찍을게 씨발새끼야 너 짖어라,1
9605,그래서 그걸 자존심 없는 새끼야 이 씨발년아 씨발년아,1
9606,그래서 말한 좋지,0
9607,내 거 5만 원 줄게 내 것 좀 알아봐 보자,0
9608,보자 하니까 씨발놈 어 걔 안 적어져 오늘 수고했다,1
9609,가지 새끼야 농담 아니야,1
9610,사실 진짜 야 이 씨발년아 병신 새끼야 꺼져,1
9611,너 여자친구 맛있냐 맛있어요,2
9612,개새끼야 무슨 맛이야 시발,1
9613,새끼야 꺼져 씨발놈아,1
9614,개새끼야 야 야 바보야,1
9615,여자친구한테 젖꼭지가 속도가 뭐냐 이 개새끼야 이 싸가지,1
9616,없는 새끼야 상관없어,1
9617,이렇게 좆같은 새끼야 힘들지 버린다 이 씨발놈아 정신,1
9618,차려 이 새끼야 상관없어 아니라 이 씨발놈아,1
9619,개새끼야 시발 뭐라고,1
9620,내가 내가 너의 계속 달라고,0
9621,병신아 생각을 하며 뭐라는지 모르겠어,1
9622,맨날 내가 이렇게 하면,0
9623,내가 너한테 누나보다 잘해 줘 이 개새끼야,1
9624,씨발년아 잘 못한다,1
9625,그래 있을 때 잘해 이 씨발놈아 개새끼야 아버지 야,1
9626,씨발놈아 엄마 아빠 이혼 했잖아,1
9627,너도 엄마 있을 때,0
9628,잘해라 이 개새끼야 이 좆 같은 새끼 알았냐,1
9629,나중에 또 민아 치마 잡고 개새끼야 말고 있을 때,1
9630,잘해 있을 때 잘해야지 공감한다,0
9631,근데 저기는 새끼 새끼 있을 때 자리가 아니라 없을 때,1
9632,잘해야 그냥 개 새끼 시발,1
9633,여자친구가 생기잖아요 같은 인생 야 이 개새끼야 적당히 해라,1
9634,시발 시발 새끼 시발 시발,1
9635,개새끼야 씨발놈아 개새끼야 그건 그건 좋아 개새끼,1
9636,아 이런 것 좀 캡처 좀 잘생기게,0
9637,캡처해 달라고 이 씨발놈아 이딴,1
9638,식으로 하지 말고 그냥 못생겼는데,2
9639,어떻게 잘생기게 인정한다 이 개새끼야 야,1
9640,그리고 저기 캡처 야 이 병신 새끼야 또 있잖아,1
9641,BJ 그 여자애랑 너 여친이랑 실제 친구냐 같이 사는 거야,0
9642,응 그러면 누구한테 번호 알려 줘 봐,0
9643,내 폰 소개해줄게 안 받아 이 개새끼야,1
9644,내가 내일 심신을 안정시켜 주는 지금,0
9645,지금 야 이 개새끼야 야,1
9646,심심이 쳐 가지고 그냥 일대일 대화,0
9647,나의 시발 병신 같은 새끼 이 새끼를 사귈 수 있는 여자,1
9648,누구냐,0
9649,여자멤버 고질라 사귀어야 돼 이 개새끼야,1
9650,주제에 맞게 조심히 나올 때도 있지,0
9651,새끼야 인생은 그래도 그런 거다 이 새끼야 시발 새끼야 시발,1
9652,개새끼야 닥쳐 이 새끼야 뒤질래 씨발년아 줄이라고,1
9653,중소기업 확인서 들어간다고 이 개새끼야 그건데,1
9654,시간이 없어 못 때운다 이 새끼야 병신 새끼야 시발,1
9655,개새끼야 우리 자기랑 나랑은 환상의 콤비,1
9656,알아들어 너 오늘 출연료만,0
9657,안 춥다,0
9658,빨리 들어와 오늘,0
9659,내가 특별히 20사단 새끼야 이 새끼야 뜯어 먹어라,1
9660,연봉 협상을 사장님 사야지,0
9661,이런 거는 공개적으로 한 게 아니라,0
9662,씨발놈아 같은 새끼가 무슨 시발 개새끼야,1
9663,형 좀 들어가 보라니까,0
9664,네 얘기 좀 하게 해,0
9665,줘 빨리 급해 급해 빨리 데리고 와 이 개새,1
9666,형 다이어트 3 좀 쉬어 여보세요,0
9667,나 먼저 물어볼게 개구리 있네 뭐라고 불러야 되지,0
9668,네 이름이 뭐예요,0
9669,병신아 병신 님,1
9670,그 학교를 다 따로 다니신다고 들었어요,0
9671,그거는 동생이 이제 형이랑 같이 학교 가는 게 쪽팔려서,0
9672,그렇다고 제가 그저께 그러던데,0
9673,병신 새끼야 개소리야,1
9674,일부러 중학교를 같이 안 가고 싶지 않았다 고,0
9675,아 우리 형은 시발,1
9676,나 컴퓨터 맨날 뺏어 그럼요 간 적이 있어요,0
9677,저번에 그 어 시발 진짜 내 앞에 있어요,1
9678,고등학교 올라가시면 복덩이가 40대 아줌마,2
9679,야동 즐겨보시는 혹시 알아요 알아요 뭐야,2
9680,아니 병신 니 똥이다,1
9681,진짜 40대 아줌마 야동 봐 이거 알아요 몰라요,2
9682,그쪽에 이제 어머니 연세 가지 다시 된 것도 아세요,2
9683,병신이 그 엄마 것 같은데,1
9684,교수님 예 그쪽으로 야동을 주로 어떤 거 보세요,2
9685,예 씹 새끼 그 좋아하시는구나,1
9686,동생이나 형이나 그게 그 거야 이 병신 같은 게 하시네,1
9687,평범하게 보는 게 아니고 뭐야 준섭 이라면서요,0
9688,시발 새끼야 씨발놈아 개새끼야 하고 있네,1
9689,어쩜 동생이 더 잘 생기고 말하는데,0
9690,밤마다 이제 몸 좀 보게 하나요,0
9691,그 큰 아이들 항상 그렇게 되잖아요,0
9692,한참 전에 미리 미리 현자타임이 갖고,0
9693,서로 이제 한 번씩 화장실에 드렸다가 나오면,0
9694,이제 서로 진심으로 가지고 비 오나,0
9695,그러면은 같지 않냐 아닌데 멋있는데,0
9696,소리가 목소리가 뭐 같진 않은데,0
9697,뭐 뭐 68키로 적절한 에 180일 68 가능하세요,0
9698,안 돼 이거 안 돼,0
9699,형님한테 사진 보여 준 적 있냐 없죠,0
9700,이름이 뭐야 정신적 고통이 이름이 뭐예요 있잖아,0
9701,금방 쓰게 하지 마 네 입으로 얘기해 놓은 거야,0
9702,어떻게 이름이 좋은 기회가 될 수가 있어,0
9703,사람이 네 동생 이름이 김동규 형이라고 김성기 에요 아 죄송합니다,2
9704,긴바지 김성기,2
9705,김동규 아시아 진짜 뭐 이렇게 좀 집이 넓은 가봐요,0
9706,컴퓨터 방 따로 있고,0
9707,다른 바다를 보면 그런 거야,0
9708,네 야 잘 자라 엄마 엄마,0
9709,아빠 이혼하고 막 저쪽으로 막 시발 파산 나고,2
9710,막 이런 애들 뭐 했는데,0
9711,잘 사장님 혹시 여자친구 있으세요 없어요,0
9712,그래 근데 왜 없을까요 못생겼으니까 아이 나도 잘생겼는데,2
9713,없으니까 꼭 그렇진 않다 이 거지,0
9714,그러면 지금 너 그래요,0
9715,그러면 복덩이가 좀 학교에서 많이 맞아요,0
9716,아니면 좀 잘 나가는 편이에요 모르겠어요,0
9717,같은 학교 안 다니니까 모르겠어요 저 얘기합시다,0
9718,어제 안 보이는데 이름도 모르는데,0
9719,뭔 말이에요 좋다는 거야,0
9720,아니면 잘 나간다는 거예요,0
9721,몸이 좋아 운동 야구 야구 신태일 영상 뭐야 이렇게 싸겠지,0
9722,교수님 예 꺼지세요 감사합니다 예 들어가세요,2
9723,어 그 병신 새끼,1
9724,좀 씨발놈 형제가 보통 그 말이 때문에 싸우고 보이지 않냐,1
9725,뽀뽀도 하고,0
9726,그래 같이 하면서 넌 여동생한테 있냐,0
9727,그러면 너 때릴 때마다 씹새끼,1
9728,나중에 내가 커 가지고 생각해 본 적 없어,0
9729,진짜로 막 진짜 진짜 그렇지 그렇지 내가 이제 중고생이 있잖아,0
9730,인생이라고 17살의 키 가지고 177 링가 링가 돼,0
9731,근데 그 새끼가 원래 남자 키가 작아서 어렸을 때,1
9732,진짜 내가 좀 많이 떼려고 했는데,0
9733,지금 그 새끼가 날 때려 좀 자,1
9734,너도 이제 한 3년만 팔씨름도 지거든 다섯 살 차인데,0
9735,도 이 새끼는 형이 형이 이렇게 키가 작으니까,1
9736,그런데 너는 좀 반대 가지고 나중에 힘들겠다,0
9737,너는 공부를 해야 돼 네가 막 판사 이런 걸 해가지고,0
9738,개새끼가 언제 돼 가지고 그래 가지고,1
9739,그때 사 가지고 형 이거 보고,0
9740,그냥 바로 무지 무지 연결해 가지고 죽여 버려야 돼,2
9741,그러면 이제 할 수 있어 아니면 많이 챙겨 주냐,0
9742,그때를 때마다 좋겠다는 생각이 들지,0
9743,자살하고 싶어 학교에서 시까지 와 가지고 또 때리고,2
9744,까마귀부리 등록지 보통 아 네가,0
9745,나중에 키가 더 클 거야,0
9746,얘기하는 건 아니지만,0
9747,키가 더 클 수도 있는 거야,0
9748,그리고 네가 공부,0
9749,좀 열심히 하라고 이 새끼야 좋은 대학 가 가지고 진짜 아까,1
9750,네가 말한 대로 검사가 내가 한번 해 가지고 시발,1
9751,그래 뭐라고 하는데 나보다 좋은데 아까 그랬잖아,0
9752,아니 보다 좋은 데 따라고 네 형보다 야,0
9753,너 형아 대학 갈 수 있을 거 같아,0
9754,동물이 새끼를 보이지,1
9755,아니 존나게 형 씨발놈 사랑하니 교직 운동한다고,1
9756,옆에서 듣고 있어 가지고 좀 많이 안 빵 있어 전화,0
9757,아무튼 뭐 보통 아,0
9758,너 방학이 언제 하냐 32G 들어올 수 있어,0
9759,오늘은 네가 어머니하고 집에 안 오시는 겁니까,0
9760,뭐야 내일도 쉰다고 또 콘돔 돌아가셨어,0
9761,너 지금 너희 부모님,0
9762,전화 안 받지 아 그래 그럼 할 말이 없다,0
9763,뭐 이렇게 얘기하려고 그랬는데,0
9764,또 부모님들도 연말이라고 또 피바라기 스테이크 한잔하고 하셨네,0
9765,라면 쳐 먹고 너희들은 오늘도 고생했고,2
9766,너 필요해 선물해 줄게 너 아이디 뭐야,0
9767,우리 태희 리도 부모님을 빨리 찾아야 될 텐데,0
9768,할머니 보고 싶어 하니까,0
9769,그냥 일주일만 씨발놈들아 일정,1
9770,느금마 개새끼야 어디 두 개씩이나 사 먹으려고 하나만 처먹어,1
9771,그냥 이거 일정 끝나면,0
9772,또 말해 형이 선물해 줄게 알았지,0
9773,이름이 김동기 맞아 아,0
9774,진짜 아 진짜 부르기 힘들고 기름도 좆같다,1
9775,아 이상해 야 너 이름,2
9776,김동진 야 잘 자란 신상 2개까지 나왔죠,0
9777,15살에 김동기 페이스북 검색으로 들어가 볼까,0
9778,너 이름 바꾸고 싶다는 생각 안 해 왜 그냥 죽었잖아,2
9779,누가 봐도 아닌데,0
9780,아니 이름만 딱 들어 봐도 엄마가 없을 거 같고,2
9781,그러지 않아 아니야 이름이 뭔데 말해 줘 그래 알겠다,0
9782,옛날에 네 동생은 네가 병신 걸 알고 있고 이 개새끼야,1
9783,이상민 야 내 동생은 아주 멋있게,0
9784,오타인 줄 알고 있는데,0
