index,sentence,label
5699,그러고 이제 오셨는데,0
5700,제가 전화를 하나도 안 했어 안 눌러져 딸 고객님 결혼 축하드립니다,0
5701,정말 감사드려요 0이 몇 등인지,0
5702,형님 아 12등 와 정말 감사드려요 감사드립니다,0
5703,형님 진짜 고맙습니다 형님 말씀하세요,0
5704,뭐라고요 위에 올려 봐 봐,0
5705,리액션 해봐 자 삭제 매니저 내려라 알겠습니다,0
5706,욕을 하시고 그러세요 씨발놈아 이 새끼들 농담이고요,1
5707,매니큐어 다시 드릴게요,0
5708,원하시는 일정 있으시면 진짜 자존심도,0
5709,아니 일단 닥쳐 달,1
5710,고객님 원하시는 일정이 있으시면 말씀해 주세요,0
5711,형님 제가 하도록 하겠습니다,0
5712,뭐 어떤 거 많아서 형님,0
5713,뭐 간단하게 이거 키보드 이런 것도 가능하고요,0
5714,원하시면 말씀하시면 돼요 예 말씀을 해주세요,0
5715,우리 형님도 추천자 꿈자리가 부탁 좀 드리겠습니다,0
5716,대가리가 이렇게 하세요,3
5717,이렇게 하니까 말씀만 하십시오 지우라고 아,0
5718,아빠한테 존나 또 들어왔는데 시발 살살 뭐 잡았어요,1
5719,학교에 하라니까 야 이 새끼야,1
5720,새끼야 일거리가 없어 뭐가 깨끗해,1
5721,씨발년아 뭐 밑에 어제 먹을 점심,1
5722,뭐 이거 쓰는 거 아니야,0
5723,저거 읽어 줄게 힘들어서 H604 160에서 느낌표 430,0
5724,396 280 박영 S 0 1,0
5725,0 9 4 8 3 1 3 660 200 5G,0
5726,매경 거래처 외관은 그런 거 없어 보이는데,0
5727,뭐가 개소리하고 있어 이 미친년아 지우 라니까 지우도록 할게요,1
5728,아 진짜 주무세요 안 지워지는 거야 뭐야 이거 이거 안 주어지는데요,0
5729,우와 진짜 우리 아버지 존나 똑똑하신 에이 시발,1
5730,이거 진짜 진짜 안 지워져 돌아다니느라 몰타 나온 적 있어,0
5731,일어나 가지고 씻을 때는 어떻게 취소 하기 싫은데,0
5732,엉덩이 가든지 말든지 뭐야,3
5733,원래 이거 보통 여러분들도,0
5734,샤워를 할 때를 1대 고쳐 가지고 사업을 한다,0
5735,그러면은 파리 그냥 파리 있으니까 뭐 뭐 이렇게 이렇게 되잖아요,0
5736,안 팔리니까 허리까지 이렇게 구경하고,0
5737,이제 애새끼가 때를 밀어요,1
5738,파장이 새끼라 가지고,1
5739,그래서 때 밀어 줘 때 제가 이제 구글미러 줬죠,0
5740,진짜 우리 아빠가 제 말씀을 드리자면 아버지가 빛이며,0
5741,다 비었어요 가지고 부도를 냈으니까 파산신청을 했어요,0
5742,아빠 이제 명의로 운행도 은행 보게 자도 못 만들고,0
5743,통장에서 못 만들고 병신새끼들아,1
5744,내가 그냥 통화를 왜 파산 신청을 해가지고,0
5745,아빠가 아빠 명의로 윤서 못해요,0
5746,회사도 못 차리고,0
5747,원래 이 회사가 아빠 병원 갔다가,0
5748,지금 제 명의가 됐어요,0
5749,여기가 이제 조명회사 여러분들도 뭐 조명 바꾸실 거 있으시면,0
5750,저에게 이제 뭐 아프리카 쪽지로 주시면,0
5751,제가 이제 싸게 해 드릴 테니까,0
5752,병신 새끼야 그,1
5753,이제 홈페이지가 있을 때 얘기고 이 씨발년아 아빠,1
5754,지금 여기 회사로 오프라인 매장에서,0
5755,홈페이지가 있겠냐 이 개새끼야 너 홈페이지 있잖아,1
5756,유튜브 돼 있고,0
5757,씨발년아 유튜브 맨 위에다가 이런 개새끼야 조명 회사 있다고,1
5758,씨발년아 개새끼 야,1
5759,너 대가리 안 돌아가 야,3
5760,도와주려면 얼마든지 씨발놈아 방송국에서 그냥 쓰는데,1
5761,근데 이 새끼 혹시 필요하시면,1
5762,전화번호만 써도 되는데 이 개새끼야 뭐가 없어 이 씨발년아,1
5763,뭐 아무튼 우리 여러분들도 여기,0
5764,정확히 이름이 지금 장난 전화 싫구나 전화도 할 수 있고,0
5765,세라 밥 먹었냐 아니 안 먹었습니다,0
5766,형님 뭐지 감성팔이 하는 거 아니고요,0
5767,안 쓰셔도 그게 문제가 아니라,0
5768,진짜 재밌는 거 보여 드릴게요,0
5769,여러분들 하기사 이 새끼 시청자,1
5770,닭 병신 새끼들 밖에 없어 가지고,1
5771,다 장난 전화할 거야,0
5772,아마 야 야 나 태현아 치맥 할 거냐고 물어보는데,0
5773,아 진짜 형님 빨리 아 이번에 배꼽이 정말 감사드리고 고맙습니다,0
5774,형님,0
5775,당신은 충실한 백구 와 정말 감사합니다,0
5776,사랑합니다 뽀뽀 한번 받으시고 좋은 꿈 꾸십시오 늘 감사드려요,0
5777,아 왜 그러세요 부담되게 우리 형 하는 것도 없는데,0
5778,큰손이다 딸꾹이 큰손 마라 출근하기 10이야 속에 정말 감사드려요,0
5779,형님 아 진짜 오늘 많이 수신에 벌써 3천 몇 개 사 오셔,0
5780,아 감사드립니다 진짜 고맙습니다 치킨 맥주 시킬게요,0
5781,바로 시켜 줄게요 이모 계속 통화 중이라 청소기 정말 감사드립니다,0
5782,형님 19금 돌아야 되는데,0
5783,일단 시범 걸고 먹으면 되니까 솔직하게 한번 얘기해 봅시다,0
5784,여러분들 일단 전화해 볼게요 이거는 뭐 끝났죠,0
5785,병신 새끼 즐거운 하루 되세요,1
5786,나 이거 차단이 아니고,0
5787,거절 거절 이거 거저리 야,0
5788,거절했다는 거는 100% 방송을 보고 있어요 이 새끼가 먹던,1
5789,미리 전화하지 않을까,0
5790,고객께서 전화를 받을 수 없습니다,0
5791,잠시 후에 책 같은 년아 전화를 안 받으니까,1
5792,뭘 계속해 치맥 시키라고 갑시다 형님 알았어요,0
5793,안 그랬잖아 형님 왜 그러세요 형님 알았어요,0
5794,배달의 민족에서 시킬게요,0
5795,지금 치킨집은 이십사시 가 있나,0
5796,우린 여기서 뭐 보는 거야,0
5797,지금 1시간 반 동안 너랑,0
5798,우리 셋이 같이 얘기하고 있다가,0
5799,갑자기 별풍 사 가지고,0
5800,그러니까 1시간 반 기다리고 있어 새끼 안녕하세요 태형 팬이에요,1
5801,아가리 여물어 아,2
5802,하지 말라고 배가 좀 시키게 씨발년아 여보세요,1
5803,아 여기 이거 조명 회사인데요,0
5804,조명 회사요 여기 조명 회사야 조명 회사,0
5805,여기가 예 인천 계양구 잠시만요 아니요 아니요,0
5806,순살로 반반이야 맥주,0
5807,좀 맛있게 깔끔하게 갖다 주시고요,0
5808,즐겁게 맥주 맥주 예 뭐지 꽃게 갖다 주시고,0
5809,여기 그 조명 인테리어,0
5810,여기가 지금 그 회사 이름이 알파 책이에요 아파트 그니까,0
5811,여기 알파텍 이라고 보신 다음에 글을 읽고 쓸 줄 아십니까,0
5812,1층으로 오시면 돼요,0
5813,잘 밭에 검색합니다 뭐라고요 아 전화를 준다고요,0
5814,"예 네 얼마예요 와우 언빌리버블 21,000원",0
5815,그러면 알겠고요,0
5816,카드 결제 입니다,0
5817,아줌마 그냥 목소리,0
5818,털이 장난 전화 해 가지고 아줌마가 안 믿네 씹할 뭐라고,1
5819,네 목소리 톤이 너무 장난전화 회사,0
5820,아줌마가 안 믿는다고 전화,0
5821,야이 개새끼야 한번 중간점검 개새끼야 보내 드릴게요,1
5822,원래 아빠가 부도가 나기천 대표 이상민 이었어요,0
5823,저희 아버지 이름이 제 2차,0
5824,3차 민자 되십니다,0
5825,근데 이제 아빠가 파산 신청 하라고,0
5826,이제 아빠 이름으로 부도가 나서 대표,0
5827,이건희 로 제 이름으로 지금 회사를 잘했습니다,0
5828,여러분들 이건희 여러분들도 엄마,0
5829,아빠 있으실 때 진짜 잘 하세요,0
5830,아파트 검색해도 안 나오는 거 보니까 진짜 망했네,0
5831,씨발놈 검색하면 나와 안 나와 이 개새끼야 3동,1
5832,조명희 야 아 그래 여기 있잖아,0
5833,나 여러분들도 뭐,0
5834,이제 조명 바꾸실 거면 아프리카 쪽지로 이제 연락을 좀 주세요,0
5835,빨리 이렇게 어차피 주소공개 할 건 뭐예요,0
5836,가셨어 이 병신 새끼야 소리 안 들리게 그거 아니니까,1
5837,병신아 여기 지금 이사했어 아,1
5838,그래 그 망했네 병신아 여기는 그니까,1
5839,지금 저거를 이제 지금 시발 지원으로 바꿔야 돼,1
5840,그래 옛날 주소 아무튼 뭐 치킨 시켰으니까,0
5841,치킨 취소 테라,0
5842,너도 술고래 골초 야 네 저도 잘 먹어요,0
5843,담배도 많이 잘 먹어 새끼야 이 새끼가 그건 너하고 이 개새끼야,1
5844,시발 상대가 없어 병신아 뭐라고 아니요,1
5845,달콤이 새끼 소주 한잔 먹으면 한다니까요,1
5846,그건 아니에요 형님 아니야,0
5847,병신 새끼 진짜 못 먹어 형님 진작에 회사,1
5848,쇼핑몰제작 해 드릴 수 있는데 혹시 얘기 가능한가요,0
5849,BJ 대왕 비니 지금 꼬라지가 이런데 이 개새끼야 시발,1
5850,좆 같은 새끼야 죽을래 가지고 그림판으로 비니,1
5851,네가 정말 싫어 씨발년아 핸드폰 게임 오브 레전드 먹방 4인방,1
5852,방송시간 41시간 네 꼬꼬밥 팔고,0
5853,한 명도 부랄친구 이 개새끼야 단짝 친구 들어가 가지고,3
5854,한 게 한 개도 평가에만,0
5855,새끼가 씨발놈아 이 미친년아 팔번 틀어 주라고 있네,1
5856,이거 뭐라고 뒤로,0
5857,아빠한테 전화해서 사랑해 한번 해 보자 발음이 어떤지,0
5858,씨발아 빨리 꿀잼 읽어갔다,1
5859,내 말 들어 봐,0
5860,아빠한테 사랑이란 말이 솔직히 안 어울리지,0
5861,개새끼야 22살인데,1
5862,내가 나이 처먹고 이 씨발놈아 뭔 사랑해,1
5863,아빠한테 눈치가 빨라서 다 눈치가 자나 해 보라고 밝고,0
5864,경림이 형님 말대로 뭐 술 먹방 하면서 로터리 할게요,0
5865,전화하라고 나도 끄고 밥 먹으러 갈게 나왔다,0
5866,민아는 전화해 봤는데,0
5867,전화 안 받아요 1분 차단하라고,0
5868,아빠한테 전화해 볼게요,0
5869,아빠 주무셔 주무셔 아니 아빠가 큰 아들이 사랑한다,0
5870,뭐 방송 하는 거지,0
5871,나한테 네가 아니야 아니야,0
5872,왜 밤에 전화해 가지고 안 하더니,0
5873,아니 아버지 사랑한다 뭐라고 하라고 그러면 아세요 알았어,0
5874,아버지 나 이거 좀 하다 가게 아빠 내 걱정 말고 주무셔요,0
5875,눈 온대 차 갖고 와 네 알겠어요,0
5876,아버지 아 우리 아버지도 건강검진 해 줘야 되는데,0
5877,목소리에 힘이 없어 내가 리도 없고,0
5878,우리 아버지 옛날 이러지 않았는데,0
5879,인생 개 졸려 님 50개 정말 감사드립니다 고맙습니다,0
5880,여러분들도 엄마 아빠 있을 때 잘 하세요,0
5881,야 라고요,0
5882,네 배터리도 버리래,0
5883,아니 근데 솔직히 말해서,0
5884,처음 들어와서 나처럼 할 수 있는 사람 없잖아,0
5885,더 열심히 하면 되는 거지 아,0
5886,그리고 솔직히 말해서 내가 있으므로,0
5887,이금희 랑 너랑 누가 등재가 비 이거 말고,0
5888,좆 같은 년아 콜도 갔으니까,1
5889,병신 좆 까라 마이신 같은 소리야 이 개새끼야,1
5890,미친 새끼가 신태일 박스 구글로 대단지다,1
5891,가라고 38% 소리 하고 있어 이 씨발놈이 말 같지도,1
5892,않은 소리 하고 있어 야 나가라 파브르가 너 파 있냐,3
5893,아니잖아 이 개새끼야 뒤질래 이 씨발놈 새끼,1
5894,좆 같은 년 여러분들,1
5895,손자들이 너를 갖다버려 놓은 거에 대해 어떻게 생각하냐,3
5896,솔직히 그런 거라고 생각해,0
5897,내가 뭐 씨부랄 가진 개는 거 없는데,1
5898,여기 고정멤버로 들어와 가지고,0
5899,꽉 침대는 그런 생각을 하는 거 같은데,0
5900,이거 재미없어 말 그대로 귀여워,0
5901,수유리 땅이라도 돼 그냥 하는 거라서 아이고,0
5902,중독자 사이버페트로 처박혀 가지고 여자,3
5903,목소리 내면서 실험방 들어가 가지고 여자,3
5904,음악 실행 내 중에서 남들 딸딸이 치는 거 보고 딸치는소리,3
5905,네가 같이 딸 치는 거 아니야,3
5906,같은 새끼야 시발 고자 새끼야 너 잘하는게 뭐야,1
5907,너 할 줄 아는게 뭐가 네가 잘못 누른 거야,0
5908,근데 조금만 더 기회를 줘라,0
5909,아예 할 줄 아는 게 없네,0
5910,내가 알아서 나갈게 해고 시키지만 됐어 이 씹새끼야,1
5911,그러면 세 명은 그래도 되겠다 해 줘,0
5912,씨발년아 개새끼들이 근데 나 시발 뭘 모르잖아 야,1
5913,그러면 흙덩이를 애들이 좋아해 애들 왜 부르라,0
5914,그래 시발 어 우리가 놔둬,1
5915,목도리는 처음으로 인정을 못 하는데,0
5916,나중에 처음에 인천 갔다가 그냥 병신 같은 새끼,1
5917,약간 반대 게 뭐냐면,0
5918,북동으로 인생 니가 말한대로,0
5919,처음에 뭐 좀 뭐 좀 걸고 받지 말라고 존나 지랄,1
5920,그랬어,0
5921,그러다가 이제 신태일 인천 내리면 중반쯤에 가니까 똥이 재밌네,3
5922,복덩이 귀엽네 바람 속도는 고정멤버로 받았어,0
5923,근데 나가는 반대야 사람들이 파닥파닥 재밌다 신설하다,0
5924,여자 목소리 내 걱정,0
5925,좀 똑바로 안 해 그런 식으로 얘기하다가,0
5926,점점 가면 갈수록 커지고,0
5927,제연구역의 재미가 더럽게 없어져 이 병신 개 씨발놈,1
5928,야 너희들이 나를 다구리를 가는데,3
5929,내가 뭐라 그러냐 강아지 심으로 척 하지,0
5930,마 이 씨발년아 언제 와 이렇게 안 좋아,1
5931,시발 새끼 좆같은 새끼가 야참 복덩이 고정멤버 아니야,1
5932,이승희 몰라 그 새끼가 저번에 한 번 하고,1
5933,다른 건 나온 적이 없어 말로 할 때,0
5934,한번 갈 때 한번 안 나왔어 이,0
5935,개새끼가 지금 한 달이 됐는데,1
5936,씨발놈이 아니 플라즈마 말이라도 걸어 줘야지,1
5937,만만치 않아 여러분들 의견은 어때요,0
5938,방송 사람들이 좀 귀여운 목소리,0
5939,그래서 아직도 귀엽게 버려 나 20살이에요,0
5940,실제로 생각하니까 옆에 있으니까 네 면상은 아니잖아,0
5941,그거는 씨발놈들아 안경제비 야 야 일산,1
5942,일산 유재원 이지 너는 아니면 일산 박영진 씨발놈이 사각,1
5943,대가리 같은 새끼야,1
5944,조금만 새끼가 야 야,1
5945,야 이 씨발년아 양상국,1
5946,예쁜 여자 만나는 줄 알아 알아 봐 봐 되잖아,0
5947,돈벌이가 있으니까 이 개새끼야 병신 새끼야 야,1
5948,연예인 중에 듣보잡,0
5949,개그맨들은 돈을 못 벌어 근데 양상국,0
5950,10월 1일 처리했을 딱 사귈 장치 때,0
5951,CF 존나 찍고 그거 뭐야,1
5952,신현준 응가 돼지 새끼라고 음악 프로그램 알았지,1
5953,그러면 못 봤냐,0
5954,너 무슨 상상도 못 하겠다는 거야,0
5955,당연하지 그냥 병신 새끼야 뭐 사람이 좋으니까 샀겠지,1
5956,키가 크고 이 개새끼야 결론적으로 너는 못 만난다고,1
5957,얘기 아 씨발놈아 돈 줘,1
5958,바로 근데 씨발놈 솔로야 병신이야,1
5959,왜 키가 작으니까 씨발놈 알겠어요,1
5960,그게 현실이야 인정을 한다,0
5961,지금 너 여자친구 있어 부모님은 잘한다,0
5962,잘해 또 달달 30대 아줌마 얼굴 봐서 좆같이 생겼냐,1
5963,옛날에 씨발놈 너를 전투용 그래,1
5964,가지고 이 새끼 대출 만에 200만 원,1
5965,했어 이 병신 새끼 새끼 씨발놈,1
5966,그렇게도 느끼고 이 병신,1
5967,새끼야 30대는 아줌마는 살아 돈이 없어 씨발년아,1
5968,그런 사람이 아니야 아니야,0
5969,내가 일을 안 하고,0
5970,그냥 놀러 다니려고 자존심,0
5971,세우려고 대출 아버지 오셨네 3주째 누구냐,0
5972,야 600 몇 군데 일단은 저 그냥 아는 사람,0
5973,초대했어,0
5974,하고 있지요 모르겠다,0
5975,야 일단은 그 6번 저번에 말한 그 네가 말한 점수,0
5976,아 몰라 이 씹새끼야 나와라 왜 그래,1
5977,아가야 왜 그래 왜 너 사람들이 버리려 한다,0
5978,여러분 내가 잘못한 게 있으면은 잘못했습니다,0
5979,근데 너가 사람들에게 각오를 좀 말을 해 봐,0
5980,여러분들 제가 여자 창구로서 님들의 현재 타임을 책임질게요,0
5981,전송 좀 버리지 버려 라고 하지 마세요,0
5982,충분해 남자 친구랑 진짜 엄마가 너 뭐야 쟤,0
5983,너는 나와 어떻게 생각하냐,0
5984,나 아니 여자 데리고 온다고 말만하고 입만 번지르르하게 살아가지고,0
5985,막 돌아 가지고 미친년들,1
5986,내가 오늘은 어떻게 부를게,0
5987,모니터링을 잘 안 하는 거 같아 한다니까,0
5988,지금 보고 있잖아 미치 씨발년아,1
5989,그때 보니까는 그자와 님한테 고백할 때도,0
5990,이제 너 차이고나서 차렸어,0
5991,차려서 몇 번을 물어봐 아 알았어,0
5992,이년아 지금도 아니 저기요 나가 봐,1
5993,아니 나가 봐 내가 잘못했다고 나중에 얘기하자,0
5994,너 나가 봐 일단 아니야,0
5995,내가 그럼 이렇게 하자,0
5996,너 시발 내가 인천 되거든요 보니 안 되냐,1
5997,아 시발 대가리에 새끼 씨발놈,1
5998,씨부랄 닥스훈트 물뿌리개 새끼,1
5999,또 달라고 씨발놈아 내가 뭘 잘못했어,1
6000,개새끼야 나처럼 그러나 녹음한 강퇴당하면 간대,1
6001,그냥 내가 너무 했다 며 한숨을 혹시나 좆같은 새끼들,1
6002,야 이 개새끼야 멋있어 가지고,1
6003,다음에 한번 더 좋다는 거지,0
6004,씨발놈아 씨발놈아 씨발놈아,1
6005,네가 뭔데 자꾸 해골을 도와주면 그러는 거니까 좀 하자,0
6006,내가 사랑이고,0
6007,그리고 저 승이가 부장이 야 이 개새끼야 그렇죠,1
6008,그럼 꺼져 오빠 시발,1
6009,꺼져 얼른 나가 얼른 나가 보려고 일단 너,1
6010,아가리 여물어 평가가 여러분들 산딸기는 멤버로 어때요,2
6011,근데 지금 멤버 꼽는 거,0
6012,아니 아니 친절하게 초대 안 할래,0
6013,애들이 이제 오늘 부르신 사귀지 야 하지 마,0
6014,아니 초대 할 일이 없어,0
6015,너는 이제 많이 하지 말고 위험한 짓거리 하지 마,0
6016,깜빡이는 버리라고 야,0
6017,송파가 너는 못 가고 같은 거 없냐,0
6018,아니 솔직히 좀 내숭 가고,0
6019,그런 애들은 이제 넌 화물 갈 때 됐잖아요,0
6020,솔직히 내가 고정멤버 는 아니더라도,0
6021,태희 방송에 강간 이따가 얼굴 비치면 인사드릴께요 놈들아,3
6022,그러면 간단하게 실험 한번 내 봐,0
6023,어때 치는 소리 한번 내 봐라 야 이게 재밌냐,3
6024,씨발년아 소리 그런 거 안 되는 거 아니야,1
6025,해볼게 이거 마지막 회 엄마도 좀 잘하는데,0
6026,성대모사 내가 더 잘할 수 있어,0
6027,나 제발 한 번만 기회를 줘 나 절실하다는 필요 없어 야,0
6028,그러면 너네 둘이 대처를 펼쳐 봐,0
6029,한번 너네 둘 중에,0
6030,재설치를 멤버로 좀 뽑을 게 오늘은 인연,0
6031,대가리 전체로 뽑아버린다,3
6032,내가 씨발놈 너는 하려고 염병 한다고,1
6033,강단이 들어와 가지고 그러지 말고,0
6034,초당 하면 말고 씨발새끼야 알았으니까 성대모사배틀 하자고요,1
6035,가지 말고,0
6036,이제 나부터 할게 징징이 징징이 할게,0
6037,깜빡이는 저 뻥이에요,0
6038,나는 블리츠크랭크 딸치는소리 야 내가 이겼어,3
6039,한 번만 해도 돼 움직임 하나하나가 재미가 없어,0
6040,씨발놈들이 진짜로 내가 이걸 방송 타고,1
6041,솔직히 알아보는 사람들이 남편을 나보고,0
6042,뭐라 부르는지 알아 씹새끼들은 나보고 개,1
6043,좆같은 새끼들아 작은 여자가 있던 방에 들어가서 야,1
6044,야 얘들아 깜빡이를 만나요,0
6045,뭐라고 재미가 없다 이 씨방 처리하느라 와 진짜로 안 되냐,1
6046,있는지 알아 그러면 너희들은 너무 부담스러워,0
6047,강박관념 알겠습니다,0
6048,그냥 막 이런 거 안 하고,0
6049,파이 같이 이쁜 내가 그러면 이쁜 목소리,0
6050,목소리 이쁘게 내면 되는 거잖아,0
6051,이런 개새끼야 아니 솔직히 나도 김치,3
6052,남들처럼 목소리 이쁘게 될 수 있어 더 이쁘다,0
6053,이따가 이 시발 작작 같은 올려라 뭐라고,1
6054,때는 구출하려 짜나 목소리는 남잔데 할 거야,0
6055,코리아싸이 보라색이고 얼굴도 안 보고 사는 것도 많고,0
6056,날도 물어보기도 몸무게는 모르고,0
6057,아무것도 몰라 그렇기 때문에 목소리 따를 거란 말이야,0
6058,미친 새끼 상체가 140CM,1
6059,수고 네 너 저기는 승희가,0
6060,우리 멤버로 들어오게 된 계기가 뭔지 아냐 뭔데요,0
6061,사과를 잘 살게 대머리야,3
6062,그리고 이제 여자들이 좋아하는 목소리를 가지고 있어,0
6063,그러면 저도 아 그러지 말고 이 씨발년아 야,1
6064,네 너는 우리 멤버로 들어와서 나에게 이런 게 뭐냐,0
6065,여자 보급창고 야 여자로 부르지도 않잖아,3
6066,너는 불이 진짜요,0
6067,그러면 말만 하지 말고 이 씨발놈아 불러 봐,1
6068,얼른 더 여자 와이파이가 안 들어와 이거 누가 챙겨 이 개새끼들아,1
6069,진짜 이 시발 좆같은 새끼들아,1
6070,아 이 게임 중독자 같은 야 이 씨발년 진짜 개 새끼,1
6071,너 요새 오빠 사랑이 식었다,0
6072,좀 오빠에게 원래 없었는데,0
6073,더 지금 거 같아 너 혹시 그 뭐 하냐,0
6074,노래는 왜 이렇게 진짜 시무룩해 조심해 감기 걸려서 페이스북,0
6075,야,0
6076,너 남친 생기는 거 아니야,0
6077,진짜로 어제 계속 하기로 했단 말이야,0
6078,그때 이제 파이 초대했는데 생겼다,0
6079,저번에 걔 어 열여덟 살이야 같은 년아 시발,1
6080,새끼 병신 씹 새끼들 아니 나 돼지띠 웃기구나,1
6081,그년도 19살이고 이 씨발새끼야 목소리로만 이뻐 가지고,1
6082,내가 이제 자주 들어오고 그랬는데,0
6083,너도 오늘부로 나가 처럼 그냥 마지막이라는 씨발년아 갖고,1
6084,나를 왜 한글판 야 나 마지막 안 할 거야,0
6085,네가 안 하는 건 상관이 없어,0
6086,내가 마지막으로 할 거니까 이 개새끼야 시발,1
6087,개새끼야 내가 만약에 해 고장,1
6088,나잖아 목숨 걸고 방송 끊어 버릴 거야,0
6089,뭔 소리야 안 온다는 거야,0
6090,시발 내가 진짜 안 돼 아,1
6091,새끼 돈 6층으로 효과가 4시 반이야 잘못했어,1
6092,아니야 같은 새끼 일단은 저기 저기 뭐야,1
6093,사장님 가게 하지 마 하지 마세요,0
6094,초심을 너무 길어서,0
6095,옛날에는 내가 방금 치면은 댁에 갔다가,0
6096,바로 들어와 가지고 오빠들,0
6097,그러면서 뭐 이제 일부러 싫은 보내주고 아,0
6098,그러면 선발 기도 시켜주고,3
6099,그랬거든 너 요새 너무 육번 으로 메세지를 안 받았어,3
6100,싸대기 돼 이 씨발년 6분으로 싸대기 때려 버리기 전에,1
6101,저 같은 년아 야 이 새끼야 꺼져 버려 라이더 라,1
6102,저 너무 변했어,0
6103,얘가 전화 거는 바로바로 들어왔는데,0
6104,요새는 오빠들이 알아서 위치를 찾으니까,0
6105,이제 그냥 대기했다가 씨발년아 좀 챙겨야겠다 5 몇,1
6106,번 안 바꿔도 와야겠다,0
6107,컨셉을 지금까지 나왔던 같으면,0
6108,우리 처음에 사귈 때는 제가 이제 돈 내면서 옷 사주고,0
6109,밥 한 끼 사 주고,0
6110,그러다가도 이제 한 30일 한 달 지나면은 남자들 겁나 ,0
6111,삥 뜯어서 하는 새끼야,1
6112,지금 아마 연예인 차량을 사람들이 많으니까,0
6113,아마 지도 존나 많이 받았을 거야,0
6114,그래서 그래,0
6115,그래서 저 새끼가 지금 초심을 잃었다는 거야,0
6116,씨발년아 줘 나를 부르라 그러는데 민아랑 헤어졌어요 야,1
6117,네가 어제 맛있더라 뭐라고 얘기하면 돼,0
6118,어제 술 먹었다는 여자의 이런 거에 대해서,0
6119,코란도 이 뭔 소리야 맛있더라고,0
6120,네 말대로 그런 싫은 소리 내더라,0
6121,진짜 잘하고 어 어 뭔 소리야 이 새끼 나도 못 하니까,1
6122,막 그거 막 옛날 생각난다,0
6123,그러면 좋아 갑자기 막 백설공주 옷 입고 나오고,0
6124,이거 옛날에 태희가 입었던 거 한번 입어 보라고 난쟁이 오던데,0
6125,씨발놈이 그니까 그 10시가 다 없더라,1
6126,나한테 안 맞아 가지고 맨날 소리를 들으니까 기쁘지,2
6127,씨발새끼야 개새끼야 야 이 개새끼야 아니 저기야 뭐라고요,1
6128,엎드려뻗쳐 아니 어 이 새끼 씨발놈,1
6129,새끼야 시발 새끼 씨발놈 뒤질라고 방금 진짜 재밌다니까,1
6130,방금 거 뭔 소리 부쳤는데 뭐라 그랬는데 내가,0
6131,이겼잖아,0
6132,맨날 닥스훈트 몸뚱어리를 빠구리 뜨다가,2
6133,재미없어 재미없어 재미없어 이 개새끼야 시발,1
6134,새끼야 잘도 재밌다,1
6135,거기 개새끼야 씨발놈아 병신 새끼가 노래 진작 돌아가 아니라,1
6136,내 옆에 있잖아,0
6137,그럼 바로 인철이 연합에 알통 올려 달라고 이 씨발년아,1
6138,내 옆에 있는 순간,0
6139,첫 같은 새끼야 손가락을 뭐라고,1
6140,손가락으로 전립선 쪽지를 바보라고,3
6141,다시 하면은 여기 있잖아,0
6142,여기 다시 딜러 보라고 야이 승희 아 씨부랄 새끼가 같은데,1
6143,그지 같은 나가기 버튼 누르고 나갈래 아니면은 씨발놈아,1
6144,내가 주문할게 어,0
6145,너 내 가방 자기야 이 병신,1
6146,새끼야 내가 하라는 대로 하는 거지,1
6147,따까리 같은 새끼야 그래 싸워 나 갖고 그러지 말고,1
6148,그러면 알아야 또 뭐,0
6149,일단 한번 센트로 한번 볼게 왜 알았어,0
6150,가만 냅둬 봐 어 이제 컴퓨터 뭘 재미가 없네,0
6151,씨발놈이 진짜 야 방금,1
6152,뭐라 그러냐 시발 새끼한테 한 번 더 해 줘,1
6153,마지막으로 다시 해 봐,0
6154,그거 컴퓨터 중고 센터 중고 센터 있었어,0
6155,"개새끼야 씨발놈아 8,000원에",1
6156,"마우스는 15,000원 키보드를 6,000원에",0
6157,그다음에 물이 차는데,0
6158,여러분들 이게 뭐냐면 나가야 승희야,0
6159,노래방송 봐 봐,0
6160,지금 이거 초코 소리 끄고,0
6161,지금 이 새끼가 뭘 하려고 했던 걸로 하면,0
6162,제가 잠깐 보여 드릴게요,0
6163,이게 이제 스마트폰을 스폰으로 하잖아요,0
6164,그래서 이제 복덩이 가재 멤버로 들어왔을 때,0
6165,북동 에게도 스폰서,0
6166,이제 홍보를 해보라는 식으로 이제 연습을 했어요,0
6167,복동이 에센스를 한번 볼게요,0
6168,통화 좀 빨리 들어와 여러분들 이 개새끼야 알았다,1
6169,그러면 네가 그러면 거기서 이제 수도 있대,0
6170,우리 사장님 바로 들어오는 거지,0
6171,개새끼야 OK,1
6172,다음에는 작은 걸로,0
6173,약통으로 온다면서 모르겠다고 나 안 끊겼어,0
6174,너는 끊겼어,0
6175,병신 병신 이라고 나와 버리니까,1
6176,싸 가지고 굉장히 빡쳐,2
6177,아니 씨발년아 살짜리 지금,1
6178,네가 지금 렉 걸리는 컴퓨터 쓰고 있는 게 어디 거냐고,0
6179,이렇게 더럽게 없는 새끼야,1
6180,그래도 북도면 에센스를 없었지만,0
6181,지우면 마술하다가 여러분들을 웃음을 선사하는 되잖아요,0
6182,화면을 나가 이 새끼는 진짜 노잼이야 씨발놈,1
6183,이게 뭔 개소리야 이렇게 목소리가 나와 목소리가 아니라,1
6184,저 새끼 비용을 발산을 했잖아 이 개새끼야 물어봐,1
6185,개새끼야 시발,1
